utterance,ctc_viterbi_encoding_ms,ctc_viterbi_phone_region_and_scoring_ms,ctc_viterbi_stress_ms,ctc_viterbi_downstream_total_ms,ctc_viterbi_scored_phones,ctc_viterbi_scored_polysyllabic_words,mfa_encoding_ms,mfa_phone_region_and_scoring_ms,mfa_stress_ms,mfa_downstream_total_ms,mfa_scored_phones,mfa_scored_polysyllabic_words
000240031,54.32749999454245,4.552916012471542,58.2358330138959,117.11670801742002,25,1,54.15254199760966,0.27029201737605035,40.43991697835736,94.86320900032297,25,1
000240060,47.52566700335592,3.850166976917535,0.0006250047590583563,51.376957999309525,22,0,47.305499989306554,0.23037500795908272,0.000500003807246685,47.53679200075567,22,0
000240071,69.43916701129638,7.683707983233035,36.70941697782837,113.83295900304802,31,1,70.56333401123993,0.34500000765547156,35.08983401115984,105.99875001935288,31,1
000240073,78.92741600517184,11.349458014592528,264.86650001606904,355.1439169968944,39,2,77.70208301371895,0.47649999032728374,95.21858301013708,173.39791601989418,39,2
000240099,69.60362498648465,6.471667002188042,75.30033300281502,151.37645800132304,31,2,71.88754199887626,0.37104098009876907,78.36495799710974,150.62441598274745,31,2
000240115,48.19879200658761,2.28154199430719,0.000667001586407423,50.481374986702576,13,0,44.96220900909975,0.1460839994251728,0.0005420006345957518,45.109165977919474,13,0
000240116,48.33120899274945,3.837875003227964,79.45337498676963,131.62320799892768,21,2,47.84099999233149,0.21275001927278936,88.86970899766311,136.92400002037175,21,2
000240151,51.83712500729598,3.697917010867968,84.48566700099036,140.02137500210665,20,2,52.40733397658914,0.22904100478626788,83.18991601117887,135.8270829950925,20,2
000240152,47.38304199418053,3.931500017642975,35.0883339997381,86.40354100498371,24,1,47.50412501743995,0.26483298279345036,34.950291010318324,82.71987500484101,24,1
000240248,45.72895899764262,3.1756249954923987,0.0006250047590583563,48.90558301121928,22,0,44.99737499281764,0.21058300626464188,0.0005830079317092896,45.208915980765596,22,0
000240284,46.95079199154861,3.55295799090527,59.62387501494959,110.12820800533518,22,1,46.85116701875813,0.21595897851511836,42.42320801131427,89.4910000206437,22,1
000240287,38.17095799604431,1.5204579976852983,0.0006250047590583563,39.69237502315082,12,0,37.983749993145466,0.1396249863319099,0.0006250047590583563,38.12445799121633,12,0
000240289,52.56608300260268,4.563833004795015,122.35912500182167,179.489709000336,27,2,52.04870898160152,0.29150000773370266,106.30099999252707,158.64183299709111,27,2
000240320,56.21499998960644,5.582459009019658,81.68375000241213,143.48179200896993,30,2,56.2002090155147,0.3277920186519623,82.10745800170116,138.63612501882017,30,2
000240323,60.51062501501292,5.016208015149459,44.357959006447345,109.88554201321676,23,1,60.78599998727441,0.2751669962890446,48.22387499734759,109.28570799296722,23,1
000240324,44.556334003573284,2.7866669988725334,37.43250001571141,84.77608297835104,20,1,44.575125008122995,0.21124997874721885,35.75699997600168,80.54408300085925,20,1
000240329,47.193708014674485,3.5811660054605454,0.0005830079317092896,50.77595799230039,21,0,47.38912501488812,0.22579098003916442,0.0005839974619448185,47.61608398985118,21,0
000240350,45.200916996691376,3.4205419942736626,36.887708003632724,85.50962500157766,23,1,45.37970799719915,0.23070801398716867,37.135374994250014,82.74633300607093,23,1
000240352,47.313166985986754,3.298499999800697,0.0006250047590583563,50.612791994353756,19,0,47.55395799293183,0.21475000539794564,0.0005830079317092896,47.769958997378126,19,0
000440005,45.684499986236915,1.9784169853664935,0.00045899651013314724,47.66387498239055,11,0,45.21445801947266,0.13716600369662046,0.000500003807246685,45.35262499121018,11,0
000440021,63.72233302681707,5.626708996715024,38.465874997200444,107.81541699543595,23,1,63.75100000877865,0.2666250220499933,43.70775001007132,107.72583397920243,23,1
000440032,55.48083299072459,2.5709589826874435,0.0005830079317092896,58.05283400695771,12,0,55.48229199484922,0.1656660169828683,0.0006659829523414373,55.64908400992863,12,0
