utterance,speaker,wall_ms,stage_preparation_ms,stage_ctc_encoding_ms,stage_ctc_viterbi_ms,stage_phone_scoring_ms,stage_total_ms
050290167,5029,61.80308299371973,0.197,56.584,3.961,0.614,61.377
050290174,5029,42.773458000738174,0.178,40.079,1.224,0.343,41.846
050390001,5039,85.53141599986702,0.232,76.155,7.786,0.874,85.071
050390011,5039,71.85366700286977,0.22,65.603,4.418,0.578,70.842
050390020,5039,56.044167024083436,0.177,51.729,2.516,0.472,54.916
050390021,5039,50.443708983948454,0.201,46.799,1.934,0.423,49.376
050390038,5039,83.16629100590944,0.206,75.698,6.005,0.737,82.666
050390040,5039,65.55216701235622,0.166,59.381,4.247,0.654,64.472
050390048,5039,66.15041597979143,0.219,59.817,4.456,0.663,65.175
050390049,5039,54.260625009192154,0.205,49.28,3.163,0.622,53.292
050390057,5039,63.457417010795325,0.184,56.268,3.418,0.518,60.41
050390059,5039,80.43624999118038,0.216,73.705,4.916,0.632,79.49
050390081,5039,51.71166599029675,0.165,48.399,1.898,0.347,50.831
050390084,5039,50.289667007746175,0.159,47.705,1.642,0.362,49.902
050390087,5039,76.0068749950733,0.237,69.5,5.094,0.665,75.518
050390090,5039,54.3908329855185,0.2,49.69,2.98,0.539,53.43
050390092,5039,47.78120797709562,0.191,42.975,1.508,0.342,45.036
050390097,5039,51.34816697682254,0.145,48.306,2.077,0.419,50.966
050390114,5039,51.424083998426795,0.147,48.701,1.797,0.399,51.062
050390129,5039,70.96208399161696,0.183,65.808,4.0,0.542,70.555
050390130,5039,51.51870899135247,0.161,47.881,2.117,0.454,50.633
050390175,5039,60.05116700544022,0.189,55.456,3.45,0.526,59.643
050720001,5072,53.24404200655408,0.196,49.268,2.407,0.443,52.336
050720003,5072,45.41312498622574,0.147,42.442,1.948,0.451,45.011
050720006,5072,95.97708299406804,0.22,86.207,8.128,0.75,95.327
050720017,5072,64.8709160159342,0.216,59.459,3.597,0.619,63.912
050720025,5072,44.57016699598171,0.163,42.067,1.268,0.295,43.814
050720040,5072,52.864833996864036,0.141,49.707,2.122,0.481,52.474
050720045,5072,68.13012500060722,0.17,62.884,3.949,0.705,67.731
050720063,5072,69.68029201379977,0.177,64.159,3.833,0.634,68.825
050720072,5072,68.68179200682789,0.164,63.374,3.509,0.751,67.823
050720076,5072,89.44066701224074,0.209,79.659,7.74,0.892,88.521
050720078,5072,67.84470798447728,0.218,60.804,5.078,0.744,66.866
050720079,5072,66.06129198917188,0.216,59.355,4.794,0.689,65.079
050720102,5072,53.19299999973737,0.19,48.78,2.743,0.534,52.268
050720124,5072,85.21204101270996,0.223,75.395,8.105,0.976,84.723
050720126,5072,51.91124998964369,0.235,48.314,2.1,0.451,51.126
050720136,5072,45.00983402249403,0.15,42.452,1.644,0.352,44.618
050720138,5072,51.95783299859613,0.183,48.185,2.596,0.554,51.539
050720150,5072,59.089791000587866,0.16,54.992,2.952,0.558,58.684
050720158,5072,73.02808298845775,0.222,65.92,5.151,0.769,72.084
050720175,5072,87.93945799698122,0.266,79.213,6.497,0.842,86.846
052200004,5220,84.21429200097919,0.187,77.199,5.48,0.944,83.841
052200008,5220,67.04137500491925,0.192,62.674,3.184,0.572,66.645
052200020,5220,76.5231249970384,0.233,69.501,5.07,0.695,75.528
052200044,5220,82.80670800013468,0.252,74.688,6.049,0.706,81.721
052200050,5220,109.4019589945674,0.278,97.405,9.833,0.828,108.368
052200064,5220,45.93029199168086,0.151,42.848,1.424,0.334,44.781
052200066,5220,42.720750003354624,0.146,40.069,1.66,0.43,42.327
052200076,5220,61.67816699598916,0.165,57.891,2.656,0.407,61.139
052200089,5220,43.465583003126085,0.18,40.65,1.329,0.34,42.521
052200092,5220,58.46358300186694,0.189,54.888,2.518,0.422,58.036
052200094,5220,45.80116699798964,0.189,42.611,1.639,0.415,44.873
052200095,5220,54.04062499292195,0.151,50.324,2.643,0.5,53.637
052200101,5220,65.92358398484066,0.194,60.962,2.894,0.465,64.536
052200110,5220,60.035458009224385,0.21,54.913,3.338,0.566,59.049
052200142,5220,93.76620798138902,0.264,83.974,7.682,0.768,92.713
052200150,5220,86.00529201794416,0.24,78.251,5.779,0.749,85.041
052200152,5220,87.62595799635164,0.225,79.37,5.919,0.786,86.33
052200155,5220,67.43112500407733,0.231,61.072,4.474,0.701,66.503
052200162,5220,54.29783300496638,0.198,49.723,2.921,0.508,53.374
052200168,5220,73.99537498713471,0.209,65.67,4.475,0.623,70.997
054060017,5406,53.59549997956492,0.154,50.247,2.427,0.393,53.243
054060036,5406,94.88945800694637,0.257,83.311,9.007,0.94,93.537
054060044,5406,76.85783397755586,0.216,69.761,5.219,0.642,75.863
054060049,5406,50.91695798910223,0.187,47.38,1.988,0.36,49.937
054060064,5406,85.11241700034589,0.214,77.636,5.91,0.793,84.582
054060076,5406,90.82654098165222,0.229,81.898,6.783,0.835,89.772
054060077,5406,53.524832997936755,0.173,49.593,2.094,0.484,52.371
054060091,5406,54.4647500209976,0.193,50.78,2.547,0.477,54.017
054060099,5406,84.93133299634792,0.243,74.482,7.814,1.038,83.604
054060104,5406,65.81754100625403,0.184,60.73,3.22,0.498,64.656
054060113,5406,51.20787498890422,0.183,48.211,1.429,0.381,50.226
054060116,5406,51.96154199074954,0.202,48.55,2.307,0.448,51.527
054060119,5406,52.24716599332169,0.178,47.86,1.695,0.38,50.133
054060126,5406,75.2954579947982,0.201,68.64,5.3,0.638,74.798
054060139,5406,87.64545898884535,0.229,78.197,7.422,0.797,86.665
054060147,5406,79.35616601025686,0.225,70.317,6.87,0.904,78.341
054060149,5406,85.68204200128093,0.252,76.255,7.387,0.839,84.757
054060153,5406,52.71249997895211,0.184,48.717,2.312,0.493,51.727
054060172,5406,58.3059589844197,0.187,54.57,2.61,0.468,57.857
054060173,5406,84.76866598357446,0.24,76.2,6.519,0.822,83.806
054280012,5428,62.68262499361299,0.205,58.238,3.196,0.572,62.239
054280018,5428,46.254999993834645,0.24,43.327,1.5,0.282,45.371
054280021,5428,45.26137499487959,0.184,42.295,1.326,0.293,44.121
054280023,5428,63.6926669976674,0.185,58.414,3.976,0.687,63.286
054280024,5428,53.277541999705136,0.208,48.731,2.849,0.526,52.336
054280030,5428,52.01741700875573,0.185,48.575,2.357,0.465,51.602
054280040,5428,84.735875017941,0.232,76.346,6.905,0.773,84.279
054280042,5428,71.44537498243153,0.183,65.466,4.058,0.567,70.294
054280049,5428,59.98987500788644,0.209,55.782,2.668,0.409,59.089
054280053,5428,53.35870900307782,0.197,49.481,2.254,0.455,52.409
054280057,5428,86.35891697485931,0.231,77.922,6.83,0.685,85.692
054280062,5428,106.95979101001285,0.273,94.347,10.428,0.882,105.956
054280078,5428,61.75170899950899,0.214,56.101,3.806,0.634,60.777
054280109,5428,61.96116600767709,0.202,56.86,3.395,0.552,61.03
054280118,5428,66.7142909951508,0.216,60.154,4.729,0.651,65.771
054280125,5428,44.59745899657719,0.182,41.875,1.278,0.27,43.626
054280128,5428,53.93154200282879,0.152,50.226,2.625,0.53,53.559
054280146,5428,52.589750004699454,0.197,47.849,1.503,0.283,49.852
054280148,5428,55.116458010161296,0.186,51.018,2.91,0.541,54.677
054280175,5428,52.15354199754074,0.157,48.527,2.161,0.399,51.265
054320015,5432,50.50116599886678,0.148,47.759,1.791,0.383,50.102
054320019,5432,59.444958984386176,0.182,56.14,2.097,0.573,59.016
054320020,5432,66.76762501592748,0.165,61.973,3.182,0.585,65.926
054320024,5432,94.32195799308829,0.212,84.267,8.004,0.933,93.439
054320037,5432,79.19925000169314,0.186,73.281,4.149,0.672,78.311
054320041,5432,55.56091698235832,0.202,50.472,3.348,0.559,54.604
054320058,5432,65.38091698894277,0.192,58.364,4.437,0.682,63.696
054320061,5432,80.84941600100137,0.234,73.9,5.06,0.626,79.842
054320067,5432,52.29783299728297,0.169,48.77,2.038,0.39,51.387
054320073,5432,50.711375020910054,0.146,48.149,1.675,0.313,50.303
054320076,5432,60.06333400728181,0.164,56.054,2.989,0.497,59.724
054320080,5432,64.38283302122727,0.218,58.258,4.364,0.636,63.501
054320092,5432,54.924125026445836,0.198,50.793,2.516,0.496,54.025
054320099,5432,90.65333398757502,0.238,78.303,8.868,0.857,88.291
054320100,5432,67.264166980749,0.218,60.547,4.784,0.724,66.296
054320118,5432,83.55412498349324,0.235,74.083,7.455,0.752,82.547
054320129,5432,105.72158300783485,0.28,93.969,9.706,0.764,104.741
054320136,5432,63.27712500933558,0.207,57.85,3.669,0.589,62.336
054320140,5432,72.19991600140929,0.218,65.885,4.505,0.597,71.222
054320149,5432,83.18195899482816,0.223,73.983,7.019,0.974,82.229
055470005,5547,70.8242499968037,0.183,65.695,3.906,0.491,70.302
055470009,5547,44.97920800349675,0.171,42.34,1.349,0.319,44.2
055470040,5547,176.57583398977295,0.324,158.996,15.948,0.8,176.091
055470046,5547,103.47083298256621,0.262,93.786,7.877,0.595,102.543
055470047,5547,82.67725000041537,0.243,75.324,5.386,0.728,81.706
055470080,5547,91.46320799482055,0.264,81.659,7.725,0.781,90.456
055470082,5547,120.7065420167055,0.288,109.894,8.434,1.022,119.668
055470088,5547,138.17229197593406,0.299,127.832,8.763,0.77,137.698
055470104,5547,159.36904100817628,0.451,144.004,12.985,0.847,158.317
055470105,5547,63.36570897838101,0.209,58.595,3.103,0.521,62.449
055470120,5547,112.75525001110509,0.289,103.22,7.582,0.646,111.759
055470122,5547,127.12220899993554,0.294,116.946,8.149,0.685,126.102
055470126,5547,85.94145899405703,0.217,79.169,5.459,0.607,85.477
055470129,5547,59.89416700322181,0.207,55.555,2.688,0.468,58.95
055470131,5547,56.35566698038019,0.179,51.991,2.192,0.489,54.872
055470141,5547,120.83916601841338,0.301,110.275,8.542,0.688,119.829
055470152,5547,179.87408401677385,0.373,166.381,11.409,0.646,178.836
055470170,5547,82.91991698206402,0.256,77.17,4.036,0.434,81.921
055470172,5547,83.0627910036128,0.312,77.232,3.998,0.465,82.038
055470175,5547,50.478207995183766,0.248,46.683,2.068,0.498,49.521
060670002,6067,65.69783398299478,0.199,59.353,4.891,0.768,65.232
060670003,6067,68.6857079854235,0.205,61.564,4.914,0.755,67.464
060670017,6067,83.26970899361186,0.226,74.591,7.038,0.887,82.765
060670029,6067,64.58795801154338,0.177,58.844,3.738,0.61,63.392
060670035,6067,87.43504201993346,0.223,78.786,6.502,0.974,86.512
060670036,6067,54.95262501062825,0.208,50.557,2.673,0.514,53.976
060670038,6067,81.00254100281745,0.225,72.974,4.602,0.815,78.642
060670041,6067,51.01362499408424,0.192,47.182,2.189,0.489,50.072
060670044,6067,75.46200000797398,0.212,67.892,6.097,0.782,75.005
060670049,6067,64.69450000440702,0.213,59.082,3.742,0.676,63.739
060670060,6067,67.76183299371041,0.208,61.06,4.808,0.735,66.836
060670062,6067,53.43312499462627,0.2,49.264,2.476,0.491,52.452
060670072,6067,68.35220800712705,0.173,63.088,3.853,0.711,67.846
060670075,6067,58.134458027780056,0.195,52.566,3.788,0.676,57.251
060670080,6067,82.98016700427979,0.244,74.266,6.501,0.991,82.037
060670094,6067,95.12429201276973,0.247,86.21,7.063,1.082,94.631
060670111,6067,88.42591600841843,0.198,81.503,4.857,0.94,87.528
060670140,6067,62.90974997682497,0.17,58.936,2.679,0.626,62.439
060670144,6067,76.53241598745808,0.188,69.471,4.659,1.279,75.629
060670149,6067,53.816291998373345,0.154,50.927,1.424,0.436,52.963
060990011,6099,47.71645800792612,0.147,45.067,1.621,0.353,47.21
060990014,6099,74.14616600726731,0.194,69.215,3.658,0.61,73.704
060990023,6099,53.7289580097422,0.188,50.107,2.423,0.539,53.283
060990029,6099,90.56891698855907,0.242,80.828,7.432,1.012,89.539
060990030,6099,68.75612499425188,0.178,63.604,3.133,0.62,67.559
060990034,6099,92.58245801902376,0.208,84.943,5.75,0.77,91.696
060990035,6099,59.60079201031476,0.161,55.588,2.453,0.483,58.713
060990039,6099,53.92099998425692,0.186,50.031,2.239,0.568,53.069
060990059,6099,85.00500000081956,0.211,75.544,7.834,0.819,84.434
060990078,6099,66.41083298018202,0.204,60.223,4.448,0.608,65.504
060990083,6099,64.29637499968521,0.198,58.762,3.751,0.628,63.362
060990089,6099,53.02479202509858,0.196,48.874,2.478,0.489,52.06
060990093,6099,63.129000016488135,0.199,58.669,3.26,0.526,62.679
060990117,6099,75.60579202254303,0.238,68.386,5.388,0.681,74.72
060990121,6099,75.33829202293418,0.243,68.321,5.051,0.686,74.327
060990124,6099,61.362250009551644,0.186,56.723,3.053,0.489,60.476
060990129,6099,70.29354199767113,0.199,64.023,4.522,0.664,69.429
060990155,6099,84.78637499501929,0.225,77.869,5.105,0.552,83.774
060990168,6099,65.15862498781644,0.216,59.596,3.812,0.548,64.193
060990175,6099,78.03462501033209,0.24,70.769,5.348,0.736,77.114
069020006,6902,96.23708401340991,0.235,87.703,6.699,0.578,95.236
069020020,6902,101.65612501441501,0.263,93.135,6.752,0.493,100.665
069020024,6902,85.89816701714881,0.227,78.919,5.293,0.547,85.011
069020037,6902,80.2975420083385,0.256,74.219,4.293,0.52,79.313
069020044,6902,131.52341698878445,0.341,117.441,11.966,0.8,130.573
069020048,6902,73.36287500220351,0.233,68.406,3.341,0.383,72.383
069020059,6902,70.2667500008829,0.256,64.905,3.821,0.432,69.434
069020065,6902,87.10808301111683,0.25,78.875,6.335,0.585,86.067
069020075,6902,64.85554101527669,0.212,59.826,3.433,0.442,63.936
069020090,6902,119.45370800094679,0.273,106.019,11.288,0.838,118.449
069020091,6902,121.16633300320245,0.298,111.006,8.666,0.651,120.648
069020096,6902,115.31758299679495,0.275,102.546,10.754,0.81,114.408
069020103,6902,96.58420900814235,0.254,87.916,6.812,0.573,95.579
069020114,6902,106.56720798579045,0.277,96.456,8.206,0.6,105.57
069020123,6902,77.64775000396185,0.219,73.347,2.723,0.382,76.691
069020143,6902,82.31941601843573,0.238,76.189,4.459,0.45,81.357
069020155,6902,100.09566700318828,0.262,92.188,6.109,0.545,99.132
069020163,6902,80.69112498196773,0.234,74.719,4.204,0.447,79.627
069020168,6902,88.4313750138972,0.227,81.495,5.308,0.477,87.526
069020175,6902,103.08783300570212,0.29,96.203,5.089,0.442,102.044
080630011,8063,61.11837498610839,0.172,55.786,3.671,0.6,60.25
080630014,8063,52.07775000599213,0.192,47.844,2.621,0.468,51.148
080630019,8063,45.018082979368046,0.143,41.965,1.861,0.42,44.416
080630030,8063,51.038334000622854,0.15,47.72,2.277,0.496,50.664
080630038,8063,55.47416600165889,0.169,50.985,3.314,0.6,55.088
080630044,8063,52.559624979039654,0.151,48.651,2.768,0.525,52.116
080630053,8063,82.03133300412446,0.219,73.933,6.546,0.86,81.581
080630062,8063,153.9807500084862,0.203,148.463,3.59,0.753,153.038
080630086,8063,98.69724998134188,0.203,91.566,5.505,0.933,98.24
080630090,8063,92.4106249876786,0.245,81.123,9.119,0.979,91.5
080630091,8063,75.11766700190492,0.216,68.208,5.011,0.695,74.154
080630093,8063,64.93195801158436,0.272,59.507,3.645,0.616,64.06
080630094,8063,60.92879202333279,0.188,55.724,3.449,0.613,59.998
080630123,8063,53.22716699447483,0.206,49.164,2.358,0.531,52.283
080630125,8063,71.50216700392775,0.217,65.194,4.851,0.681,70.966
080630140,8063,56.51545801083557,0.204,52.027,2.873,0.513,55.638
080630147,8063,79.35437498963438,0.219,72.457,4.905,0.768,78.382
080630152,8063,54.17079199105501,0.195,49.759,2.824,0.498,53.298
080630155,8063,67.65666700084694,0.205,59.738,3.958,0.588,64.516
080630170,8063,72.69475000794046,0.208,65.925,4.815,0.717,71.692
080680011,8068,80.99070799653418,0.236,74.135,5.054,0.582,80.032
080680020,8068,53.552750003291294,0.196,49.527,2.438,0.473,52.654
080680029,8068,84.63825000217184,0.231,76.072,7.025,0.799,84.151
080680031,8068,83.75074999639764,0.285,74.706,6.99,0.807,82.81
080680056,8068,52.6290409907233,0.237,48.254,2.69,0.57,51.773
080680060,8068,55.81904199789278,0.191,51.204,3.385,0.556,55.361
080680066,8068,60.29166700318456,0.221,54.822,3.691,0.641,59.398
080680069,8068,90.92683397466317,0.243,81.067,8.283,0.844,90.465
080680084,8068,60.04937499528751,0.175,55.739,3.192,0.582,59.711
080680090,8068,56.41874999855645,0.148,52.86,2.116,0.445,55.591
080680095,8068,78.28008400974795,0.19,71.415,5.003,0.762,77.392
080680106,8068,59.48754199198447,0.187,55.376,2.481,0.564,58.632
080680108,8068,103.10208299779333,0.23,91.255,9.59,1.095,102.198
080680129,8068,75.36950000212528,0.239,67.07,6.285,0.812,74.431
080680133,8068,84.17195800575428,0.262,74.733,7.361,0.903,83.282
080680151,8068,55.546624993439764,0.18,50.686,3.145,0.6,54.63
080680153,8068,73.90670798486099,0.202,65.896,5.328,0.715,72.161
080680170,8068,72.98079199972562,0.21,65.374,5.588,0.795,71.99
080680173,8068,53.435750014614314,0.195,49.341,2.499,0.473,52.527
080680174,8068,50.57687501539476,0.174,47.863,1.723,0.349,50.129
081530002,8153,50.497832999099046,0.152,47.227,2.127,0.518,50.045
081530014,8153,85.94354201341048,0.22,75.421,8.791,1.019,85.473
081530016,8153,60.170540993567556,0.161,55.449,3.453,0.626,59.709
081530018,8153,45.48570801853202,0.187,42.234,1.762,0.391,44.592
081530023,8153,56.45662499591708,0.158,51.33,3.899,0.668,56.074
081530038,8153,57.73629198665731,0.18,51.131,4.885,0.779,57.002
081530065,8153,61.64404199807905,0.217,56.042,3.749,0.637,60.673
081530073,8153,64.65045802178793,0.222,58.034,4.664,0.77,63.711
081530085,8153,53.03475001710467,0.199,48.486,2.871,0.525,52.103
081530088,8153,50.394332996802405,0.168,46.759,2.475,0.507,49.929
081530096,8153,55.05508399801329,0.168,50.753,3.237,0.529,54.707
081530100,8153,72.82133400440216,0.21,65.29,5.545,0.838,71.905
081530107,8153,54.6565419936087,0.181,49.805,3.142,0.611,53.764
081530109,8153,62.56333299097605,0.192,54.795,4.198,0.691,59.898
081530125,8153,45.986207987880334,0.23,42.769,1.709,0.413,45.142
081530139,8153,45.99795801914297,0.142,42.911,2.054,0.485,45.613
081530146,8153,59.67733301804401,0.159,55.14,3.386,0.572,59.289
081530165,8153,46.75416700774804,0.191,42.777,2.29,0.509,45.787
081530167,8153,56.805542000802234,0.183,50.897,4.413,0.755,56.272
081530170,8153,56.23108398867771,0.217,51.014,3.462,0.585,55.298
085810002,8581,65.40950000635348,0.197,60.061,4.05,0.574,64.906
085810012,8581,51.446332974592224,0.194,47.573,2.246,0.458,50.489
085810018,8581,72.44975000503473,0.21,66.069,4.986,0.69,71.975
085810038,8581,91.36966601363383,0.243,80.146,8.915,0.981,90.309
085810040,8581,77.11049998761155,0.287,69.176,6.412,0.751,76.648
085810043,8581,55.14033301733434,0.18,50.484,3.159,0.544,54.39
085810048,8581,77.86224997835234,0.217,68.974,5.738,0.798,75.749
085810056,8581,46.22887499863282,0.169,43.35,1.85,0.402,45.792
085810078,8581,82.24324998445809,0.21,74.838,6.024,0.716,81.809
085810084,8581,72.51937501132488,0.216,65.845,4.799,0.622,71.501
085810086,8581,52.92566597927362,0.194,49.317,2.068,0.409,52.01
085810112,8581,77.9153750045225,0.221,69.14,7.101,1.02,77.506
085810116,8581,67.32537498464808,0.184,60.433,5.057,0.73,66.428
085810119,8581,66.67850000667386,0.191,60.057,4.735,0.683,65.689
085810120,8581,66.49533397285268,0.215,59.69,4.702,0.9,65.533
085810121,8581,74.92425001692027,0.198,67.781,5.379,0.716,74.096
085810152,8581,58.835792005993426,0.212,54.305,2.902,0.511,57.953
085810159,8581,76.37204197817482,0.181,69.619,5.002,0.77,75.593
085810163,8581,52.050583995878696,0.19,48.078,2.371,0.46,51.122
085810167,8581,54.67266699997708,0.162,50.305,3.22,0.559,54.264
085840013,8584,73.54366697836667,0.21,64.939,5.177,0.756,71.105
085840020,8584,72.75670897797681,0.227,64.933,5.743,0.824,71.748
085840022,8584,66.02649998967536,0.214,60.729,3.634,0.544,65.144
085840036,8584,54.86199998995289,0.178,50.238,3.046,0.547,54.029
085840040,8584,55.03791701630689,0.177,49.756,2.296,0.458,52.709
085840059,8584,73.13979201717302,0.226,65.682,5.948,0.733,72.61
085840072,8584,55.57429100736044,0.198,49.777,3.421,0.673,54.094
085840075,8584,62.4788340064697,0.188,55.672,4.28,0.736,60.903
085840077,8584,70.9664580062963,0.194,65.28,4.076,0.471,70.044
085840086,8584,46.9505829969421,0.18,42.97,2.355,0.542,46.066
085840089,8584,61.82733300374821,0.156,56.678,3.979,0.61,61.448
085840092,8584,59.855790983419865,0.21,54.954,3.054,0.609,58.851
085840099,8584,65.96087501384318,0.175,60.564,3.748,0.561,65.067
085840115,8584,65.28533299569972,0.22,58.602,4.725,0.772,64.34
085840117,8584,52.9984169988893,0.195,49.447,2.011,0.385,52.059
085840123,8584,75.59475000016391,0.189,67.268,6.529,1.016,75.026
085840141,8584,55.32391698216088,0.197,50.622,2.979,0.54,54.356
085840147,8584,75.39924999582581,0.208,67.4,5.2,0.654,73.485
085840157,8584,71.5918329951819,0.204,64.257,5.442,0.731,70.654
085840167,8584,96.31395799806342,0.269,83.32,10.698,0.99,95.299
090880018,9088,45.62887499923818,0.237,42.114,1.941,0.42,44.733
090880060,9088,44.53929199371487,0.132,41.852,1.722,0.439,44.164
090880064,9088,54.3198749946896,0.173,49.146,3.266,0.67,53.274
090880065,9088,82.24229200277478,0.228,73.787,6.526,0.721,81.285
090880086,9088,52.12945901439525,0.169,47.827,2.682,0.558,51.258
090880090,9088,75.10020802146755,0.194,66.851,6.558,0.877,74.501
090880093,9088,59.23470898414962,0.215,53.905,3.476,0.653,58.276
090880095,9088,110.60279200319201,0.228,94.796,13.305,1.288,109.642
090880100,9088,79.11804199102335,0.182,71.902,5.192,0.701,77.999
090880120,9088,70.65891701495275,0.167,64.649,4.23,0.7,69.769
090880126,9088,51.89574998803437,0.204,48.036,2.14,0.588,50.995
090880130,9088,60.43983300332911,0.169,55.825,3.342,0.662,60.02
090880132,9088,46.394749981118366,0.191,42.83,1.928,0.481,45.453
090880140,9088,46.617957996204495,0.19,42.61,2.361,0.556,45.737
090880142,9088,76.3234170153737,0.273,67.523,7.153,0.921,75.893
090880145,9088,50.75708299409598,0.191,46.84,2.357,0.421,49.83
090880147,9088,46.45870899548754,0.169,43.163,2.181,0.487,46.026
090880154,9088,59.865916991839185,0.184,55.083,3.48,0.607,59.374
090880157,9088,73.6550829897169,0.235,65.344,6.147,0.961,72.71
090880163,9088,84.14245801395737,0.25,74.544,7.459,0.842,83.116
091010017,9101,92.65820900327526,0.324,83.093,7.556,0.714,91.712
091010032,9101,65.55970798945054,0.201,59.489,4.241,0.672,64.624
091010049,9101,67.5017919857055,0.286,60.731,4.772,0.727,66.537
091010050,9101,82.22570799989626,0.234,73.211,6.967,0.812,81.245
091010055,9101,65.55662499158643,0.255,58.404,3.377,0.49,62.546
091010063,9101,70.68620799691416,0.203,64.129,4.473,0.634,69.459
091010070,9101,51.47716699866578,0.183,47.906,2.074,0.432,50.616
091010072,9101,66.31854199804366,0.191,60.812,4.06,0.743,65.828
091010082,9101,45.042999990982935,0.145,42.205,1.462,0.321,44.154
091010100,9101,81.85808401321992,0.193,73.666,6.61,0.814,81.308
091010107,9101,73.89337499625981,0.201,66.175,5.694,0.881,72.975
091010109,9101,90.33162501873448,0.248,79.379,8.778,0.897,89.322
091010123,9101,63.99787499685772,0.199,58.782,3.483,0.61,63.094
091010127,9101,67.7200409991201,0.211,60.854,4.881,0.801,66.768
091010133,9101,55.647750006755814,0.189,51.177,2.831,0.531,54.748
091010138,9101,80.02591598778963,0.232,71.31,6.18,0.752,78.492
091010139,9101,64.10300001152791,0.186,59.209,3.644,0.575,63.644
091010142,9101,64.50045900419354,0.218,59.373,3.339,0.553,63.508
091010149,9101,88.35095900576562,0.22,78.877,7.393,0.847,87.363
091010151,9101,71.98649999918416,0.183,65.235,4.939,0.75,71.131
091070001,9107,44.04941599932499,0.163,40.178,2.181,0.51,43.058
091070033,9107,51.649542001541704,0.16,47.952,2.605,0.519,51.259
091070038,9107,67.47262499993667,0.207,60.714,5.248,0.844,67.037
091070040,9107,73.72241700068116,0.205,65.197,6.488,0.879,72.792
091070049,9107,56.17345799691975,0.206,51.213,3.249,0.546,55.236
091070056,9107,54.97658299282193,0.183,49.883,3.287,0.513,53.888
091070061,9107,53.52845799643546,0.175,47.463,2.617,0.522,50.799
091070065,9107,53.094625007361174,0.238,48.515,3.234,0.679,52.691
091070074,9107,76.25537499552593,0.197,67.919,6.707,0.962,75.81
091070089,9107,55.91537500731647,0.246,50.122,3.546,0.575,54.509
091070108,9107,62.15433398028836,0.208,54.917,4.759,0.818,60.724
091070135,9107,46.40016698976979,0.194,42.86,1.946,0.454,45.474
091070138,9107,52.84045799635351,0.173,49.0,2.311,0.395,51.905
091070140,9107,64.27087500924245,0.21,56.382,4.736,0.852,62.206
091070142,9107,77.31700001750141,0.227,67.336,7.804,0.947,76.339
091070143,9107,46.7908339924179,0.157,42.861,2.358,0.504,45.9
091070162,9107,54.395916988141835,0.173,49.534,3.564,0.643,53.937
091070163,9107,46.20154100120999,0.157,42.454,2.148,0.485,45.265
091070174,9107,69.51229099649936,0.181,62.279,5.0,0.883,68.366
091070175,9107,54.171416006283835,0.178,49.632,2.846,0.571,53.249
091180015,9118,67.66204201267101,0.204,59.145,4.567,0.648,64.589
091180025,9118,62.46695798472501,0.241,56.285,4.252,0.73,61.532
091180035,9118,84.12216597935185,0.236,74.509,7.586,0.752,83.104
091180042,9118,54.832875001011416,0.194,49.654,3.374,0.665,53.911
091180044,9118,69.28749999497086,0.196,60.367,5.573,0.803,66.961
091180050,9118,62.244834000011906,0.196,56.492,3.9,0.685,61.294
091180056,9118,62.188042007619515,0.182,55.557,4.755,0.785,61.302
091180064,9118,42.56699999677949,0.149,39.956,1.512,0.429,42.066
091180075,9118,74.67950001591817,0.206,67.163,5.971,0.867,74.229
091180078,9118,83.59308398212306,0.304,74.189,7.263,0.828,82.605
091180088,9118,73.77183300559409,0.222,65.975,5.771,0.798,72.786
091180091,9118,67.43945798370987,0.195,59.855,5.441,0.785,66.299
091180101,9118,53.648541012080386,0.196,49.051,2.886,0.562,52.717
091180110,9118,45.073250017594546,0.15,42.162,1.876,0.442,44.654
091180133,9118,64.09079197328538,0.191,58.37,4.349,0.664,63.594
091180151,9118,54.94966701371595,0.192,50.415,2.88,0.488,53.999
091180157,9118,63.58141600503586,0.184,56.052,4.258,0.728,61.247
091180159,9118,53.53145799017511,0.199,48.814,2.995,0.564,52.594
091180161,9118,75.73508299537934,0.207,67.788,6.425,0.821,75.263
091180163,9118,61.239915987243876,0.206,55.202,4.175,0.691,60.294
095530005,9553,75.84408298134804,0.225,68.542,5.394,0.715,74.899
095530010,9553,65.413250005804,0.216,60.132,3.581,0.512,64.46
095530011,9553,55.21412499365397,0.179,51.021,2.61,0.449,54.278
095530016,9553,53.1300000147894,0.151,48.463,2.12,0.412,51.165
095530028,9553,87.00487500755116,0.232,77.785,6.834,0.942,85.815
095530041,9553,79.99058300629258,0.177,73.558,4.66,0.726,79.146
095530049,9553,82.2846670052968,0.19,74.535,5.847,0.801,81.398
095530059,9553,64.6234170126263,0.166,60.386,2.686,0.536,63.797
095530066,9553,99.16237500146963,0.263,86.798,10.042,0.978,98.107
095530082,9553,83.03454198176041,0.207,73.391,7.182,1.025,81.831
095530083,9553,62.57187499431893,0.211,57.725,3.185,0.47,61.614
095530085,9553,66.90145799075253,0.195,60.688,4.374,0.679,65.96
095530116,9553,74.26054199459031,0.207,66.791,5.441,0.792,73.254
095530118,9553,59.995667019393295,0.201,55.145,3.284,0.506,59.159
095530129,9553,74.71141699352302,0.206,67.036,5.624,0.828,73.715
